Make,Model,Year,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(KMPL),Engine(CC),Power(BHP),Seats,Price(Lakhs)
Volkswagen,Jetta,2012,Coimbatore,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6.7
Hyundai,i10,2010,Hyderabad,74000,Petrol,Manual,First,20.0,1197.0,78.0,5.0,3.1
Mercedes-Benz,New,2015,Kochi,77771,Diesel,Automatic,First,19.0,2143.0,170.0,5.0,18.64
Hyundai,i10,2012,Pune,45275,Petrol,Manual,First,20.0,1197.0,78.0,5.0,2.8
Toyota,Innova,2016,Chennai,48000,Diesel,Manual,First,13.0,2393.0,147.0,7.0,20.25
Audi,A6,2015,Kochi,31652,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,26.78
Toyota,Innova,2010,Hyderabad,109000,Diesel,Manual,Second,12.0,2494.0,100.0,7.0,8.26
Volkswagen,Polo,2015,Mumbai,31978,Petrol,Manual,First,16.0,1198.0,73.0,5.0,3.89
Maruti,Alto,2011,Hyderabad,70000,Petrol,Manual,First,20.0,998.0,67.0,5.0,2.1
Honda,City,2017,Mumbai,15000,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,12.69
Tata,Indigo,2013,Coimbatore,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2.58
Audi,A6,2014,Kochi,61726,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,20.77
Mercedes-Benz,GLA,2015,Delhi,48000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,20.26
Maruti,Swift,2011,Kolkata,60020,Diesel,Manual,First,17.0,1248.0,97.0,5.0,2.5
Maruti,Celerio,2014,Hyderabad,77815,Petrol,Automatic,First,23.0,998.0,67.0,5.0,4.25
Mercedes-Benz,GLE,2017,Hyderabad,29000,Diesel,Automatic,First,17.0,2143.0,201.0,5.0,57.0
Land,Rover,2017,Delhi,44000,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,44.0
Volkswagen,Vento,2011,Hyderabad,108626,Diesel,Manual,First,20.0,1598.0,103.0,5.0,3.65
Maruti,Omni,2012,Hyderabad,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2.05
Honda,Brio,2012,Kochi,91931,Petrol,Manual,First,18.0,1198.0,86.0,5.0,3.13
Tata,Indica,2012,Pune,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2.85
Maruti,Wagon,2012,Delhi,65000,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.65
Mahindra,XUV500,2015,Hyderabad,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10.6
Maruti,Ertiga,2018,Mumbai,18000,Petrol,Manual,First,16.0,1373.0,93.0,7.0,8.25
Honda,Accord,2011,Mumbai,60000,Petrol,Automatic,First,11.0,2354.0,177.0,5.0,4.45
Maruti,Swift,2012,Kolkata,48000,Diesel,Manual,First,19.0,1248.0,73.0,5.0,3.7
Honda,City,2008,Kolkata,40000,Petrol,Manual,First,17.0,1497.0,78.0,5.0,1.8
Audi,A6,2014,Kochi,51495,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,21.95
Maruti,Zen,2008,Pune,42496,CNG,Manual,First,26.0,998.0,67.0,5.0,1.4
Hyundai,i20,2012,Pune,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5.5
Hyundai,i10,2009,Bangalore,37000,Petrol,Automatic,Third,16.0,1197.0,78.0,5.0,2.95
Honda,Jazz,2016,Kochi,28503,Petrol,Automatic,First,19.0,1199.0,88.0,5.0,6.86
Maruti,Swift,2015,Hyderabad,76496,Diesel,Manual,First,25.0,1248.0,74.0,5.0,6.15
Hyundai,i20,2011,Pune,79152,Petrol,Manual,Second,18.0,1197.0,82.0,5.0,3.3
Volkswagen,Polo,2011,Kolkata,32000,Petrol,Manual,First,16.0,1198.0,73.0,5.0,2.55
Maruti,Alto,2009,Ahmedabad,35000,Petrol,Manual,First,19.0,796.0,46.0,5.0,1.5
Toyota,Corolla,2004,Chennai,105000,Petrol,Automatic,Second,11.0,1794.0,125.0,5.0,2.5
Maruti,Alto,2006,Chennai,56000,Petrol,Manual,Second,19.0,796.0,46.0,5.0,1.4
Tata,Manza,2012,Pune,73000,Diesel,Manual,First,21.0,1248.0,88.0,5.0,3.4
Maruti,Alto,2012,Pune,38000,Petrol,Manual,First,19.0,796.0,46.0,5.0,2.25
Toyota,Corolla,2008,Kolkata,80000,Petrol,Automatic,First,11.0,1794.0,125.0,5.0,2.8
Hyundai,i20,2016,Coimbatore,24973,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.66
Maruti,Vitara,2016,Chennai,45000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,7.15
Honda,City,2010,Delhi,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.5
Honda,Amaze,2013,Kolkata,57000,Diesel,Manual,First,25.0,1498.0,98.0,5.0,3.45
Hyundai,EON,2016,Coimbatore,27904,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.55
BMW,3,2015,Kochi,30717,Diesel,Automatic,Second,21.0,1995.0,190.0,5.0,25.99
Hyundai,Verna,2012,Bangalore,80000,Diesel,Manual,First,22.0,1582.0,126.0,5.0,5.25
Tata,Manza,2013,Ahmedabad,47304,Diesel,Manual,First,21.0,1248.0,88.0,5.0,2.9
Maruti,Alto,2017,Pune,30000,Petrol,Manual,First,24.0,998.0,67.0,5.0,3.75
Ford,Ecosport,2014,Mumbai,68000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,6.75
Chevrolet,Spark,2011,Kolkata,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,0.95
Jaguar,XF,2017,Hyderabad,21000,Diesel,Automatic,First,19.0,1999.0,177.0,5.0,52.0
Honda,CR-V,2007,Jaipur,119000,Petrol,Manual,Third,13.0,1997.0,141.0,5.0,3.91
Skoda,Superb,2019,Kochi,13747,Petrol,Automatic,First,14.0,1798.0,177.0,5.0,27.3
Maruti,Swift,2013,Delhi,70000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,3.5
Maruti,Swift,2016,Mumbai,18000,Petrol,Automatic,First,18.0,1197.0,83.0,5.0,6.2
Nissan,Micra,2011,Chennai,83000,Diesel,Manual,First,23.0,1461.0,63.0,5.0,2.75
Maruti,Swift,2015,Mumbai,130000,Diesel,Manual,First,23.0,1248.0,74.0,5.0,3.25
Ford,Fiesta,2012,Pune,63400,Diesel,Manual,First,17.0,1399.0,67.0,5.0,3.25
Maruti,Zen,2003,Kolkata,65000,Petrol,Manual,First,17.0,993.0,60.0,5.0,0.65
Mini,Clubman,2017,Pune,8350,Petrol,Manual,First,13.0,1998.0,192.0,5.0,35.0
Toyota,Etios,2014,Kolkata,45000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,3.25
Maruti,Alto,2018,Kolkata,26200,Petrol,Manual,First,24.0,796.0,47.0,5.0,2.9
Maruti,Alto,2011,Bangalore,11000,Petrol,Manual,Third,18.0,796.0,47.0,5.0,2.9
Nissan,Teana,2015,Mumbai,74000,Petrol,Automatic,Second,11.0,2496.0,179.0,5.0,8.25
Hyundai,Grand,2015,Coimbatore,37081,Petrol,Automatic,First,18.0,1197.0,82.0,5.0,5.77
Maruti,Vitara,2017,Hyderabad,39000,Diesel,Manual,First,24.0,1248.0,88.0,5.0,9.49
Mercedes-Benz,GLA,2015,Chennai,38000,Diesel,Automatic,First,17.0,2143.0,136.0,5.0,20.0
Maruti,800,2007,Chennai,72000,Petrol,Manual,Third,16.0,796.0,37.0,4.0,1.0
Renault,Duster,2015,Chennai,93000,Diesel,Manual,Second,20.0,1461.0,83.0,5.0,7.1
Toyota,Corolla,2017,Mumbai,5900,Diesel,Manual,First,21.0,1364.0,87.0,5.0,16.5
Mercedes-Benz,New,2014,Chennai,25000,Diesel,Manual,First,15.0,2148.0,170.0,5.0,26.0
Maruti,Ritz,2010,Hyderabad,68000,Diesel,Manual,Second,21.0,1248.0,73.0,5.0,3.2
Honda,BRV,2017,Kochi,35676,Petrol,Automatic,First,16.0,1497.0,117.0,7.0,9.48
Hyundai,Xcent,2015,Kochi,74310,Diesel,Manual,First,24.0,1120.0,71.0,5.0,4.0
Mercedes-Benz,E-Class,2014,Jaipur,59364,Diesel,Automatic,First,14.0,2143.0,203.0,5.0,26.5
Mercedes-Benz,B,2014,Kochi,41380,Petrol,Automatic,Second,14.0,1595.0,120.0,5.0,11.77
Mercedes-Benz,E-Class,2017,Bangalore,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37.0
Honda,City,2016,Mumbai,28000,Petrol,Manual,First,17.0,1497.0,117.0,5.0,8.75
Hyundai,Santro,2007,Hyderabad,50958,Petrol,Manual,First,17.0,1086.0,97.0,5.0,1.95
Honda,City,2011,Chennai,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.75
Hyundai,Verna,2010,Pune,95000,Petrol,Manual,First,16.0,1599.0,103.0,5.0,2.5
Honda,Amaze,2015,Delhi,52516,Petrol,Manual,First,18.0,1198.0,86.0,5.0,4.65
Mini,Cooper,2015,Bangalore,20000,Petrol,Automatic,First,18.0,1598.0,122.0,4.0,32.0
Hyundai,EON,2014,Chennai,37000,Petrol,Manual,First,21.0,814.0,55.0,5.0,3.25
Maruti,Wagon,2014,Kolkata,17400,Petrol,Manual,First,20.0,998.0,67.0,5.0,3.1
Maruti,Ritz,2011,Coimbatore,90207,Diesel,Manual,First,21.0,1248.0,73.0,5.0,3.91
BMW,3,2011,Chennai,89616,Diesel,Automatic,First,16.0,1995.0,181.0,5.0,11.0
Tata,Xenon,2014,Pune,85000,Diesel,Manual,First,13.0,2179.0,138.0,5.0,3.5
Audi,A3,2014,Chennai,79271,Diesel,Automatic,First,20.0,1968.0,143.0,5.0,16.5
Land,Rover,2012,Hyderabad,56000,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,30.0
Mitsubishi,Pajero,2018,Hyderabad,12000,Diesel,Automatic,First,13.0,2477.0,175.0,7.0,28.0
Maruti,Alto,2010,Jaipur,125000,Petrol,Manual,First,19.0,796.0,46.0,5.0,0.92
Maruti,Wagon,2013,Pune,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2.75
Land,Rover,2017,Coimbatore,34990,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,53.83
Hyundai,Verna,2011,Pune,49768,Petrol,Manual,Second,17.0,1591.0,121.0,5.0,4.95
Skoda,Superb,2010,Hyderabad,57000,Petrol,Automatic,First,13.0,1798.0,157.0,5.0,7.25
Audi,Q3,2017,Kochi,37542,Diesel,Automatic,First,15.0,1968.0,174.0,5.0,25.71
Land,Rover,2014,Coimbatore,95649,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,29.67
Mercedes-Benz,New,2013,Jaipur,35299,Diesel,Automatic,First,14.0,2143.0,170.0,5.0,19.0
Mahindra,Scorpio,2017,Kochi,28464,Diesel,Manual,First,15.0,2179.0,120.0,7.0,13.05
BMW,3,2015,Mumbai,41000,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,25.5
Honda,BR-V,2017,Pune,9000,Petrol,Manual,First,15.0,1497.0,117.0,7.0,8.5
Volvo,S80,2010,Chennai,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7.25
Hyundai,Accent,2005,Pune,5834,Petrol,Manual,First,13.0,1495.0,94.0,5.0,0.8
Hyundai,i20,2017,Jaipur,40250,Petrol,Manual,First,17.0,1197.0,81.0,5.0,6.9
Hyundai,EON,2015,Kolkata,20800,Petrol,Manual,Second,21.0,814.0,55.0,5.0,2.25
Hyundai,Grand,2018,Kochi,40322,Petrol,Manual,First,18.0,1197.0,81.0,5.0,5.5
Honda,City,2013,Mumbai,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4.35
Volkswagen,Polo,2010,Kolkata,55000,Petrol,Manual,First,16.0,1198.0,73.0,5.0,2.25
Audi,A6,2016,Mumbai,47000,Petrol,Automatic,First,15.0,1798.0,187.0,5.0,24.5
Hyundai,Creta,2017,Coimbatore,23163,Petrol,Manual,First,15.0,1591.0,121.0,5.0,12.03
Mercedes-Benz,New,2011,Mumbai,50000,Petrol,Automatic,Second,11.0,1796.0,186.0,5.0,8.5
Mini,Cooper,2014,Mumbai,11900,Petrol,Automatic,First,16.0,1998.0,189.0,4.0,28.5
Hyundai,Santro,2006,Pune,108000,Petrol,Manual,Second,17.0,1086.0,97.0,5.0,1.2
Toyota,Etios,2013,Bangalore,37000,Diesel,Manual,First,23.0,1364.0,67.0,5.0,5.75
Honda,Brio,2014,Delhi,30000,Petrol,Manual,Second,19.0,1198.0,86.0,5.0,3.2
Maruti,Baleno,2018,Coimbatore,12831,Petrol,Automatic,First,21.0,1197.0,83.0,5.0,9.89
Hyundai,EON,2018,Kochi,13102,Petrol,Manual,First,21.0,814.0,55.0,5.0,4.06
Renault,Captur,2019,Coimbatore,24950,Diesel,Manual,First,20.0,1461.0,108.0,5.0,13.37
Maruti,Alto,2016,Kochi,34267,Petrol,Manual,First,22.0,796.0,47.0,5.0,3.74
Volvo,V40,2015,Bangalore,33000,Diesel,Automatic,Second,16.0,1984.0,150.0,5.0,22.0
Maruti,Wagon,2007,Ahmedabad,55100,Petrol,Manual,First,18.0,998.0,67.0,5.0,1.45
Honda,City,2008,Kolkata,40000,Petrol,Manual,First,17.0,1497.0,78.0,5.0,2.0
Maruti,Eeco,2017,Kochi,31841,CNG,Manual,First,15.0,1196.0,73.0,5.0,4.7
Chevrolet,Enjoy,2014,Kolkata,15000,Petrol,Manual,First,13.0,1399.0,98.0,8.0,3.75
Mahindra,Bolero,2016,Coimbatore,82756,Diesel,Manual,First,15.0,2523.0,62.0,7.0,7.7
Hyundai,EON,2014,Hyderabad,20600,Petrol,Manual,First,21.0,814.0,55.0,5.0,2.6
Hyundai,Creta,2017,Coimbatore,29952,Petrol,Automatic,First,13.0,1591.0,121.0,5.0,13.77
Volkswagen,Vento,2017,Mumbai,15000,Petrol,Manual,Second,16.0,1598.0,103.0,5.0,7.1
Honda,Civic,2008,Pune,61938,Petrol,Automatic,Second,12.0,1799.0,130.0,5.0,2.65
Tata,Indica,2014,Hyderabad,67000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,2.5
Mahindra,XUV500,2013,Kochi,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7.53
Hyundai,i20,2017,Coimbatore,26185,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.98
Audi,Q5,2014,Bangalore,38000,Diesel,Automatic,Second,14.0,1968.0,174.0,5.0,39.0
Maruti,Ritz,2011,Chennai,67000,Petrol,Manual,Second,18.0,1197.0,85.0,5.0,2.25
Mitsubishi,Cedia,2010,Chennai,66000,Petrol,Manual,Second,13.0,1999.0,114.0,5.0,3.85
Toyota,Innova,2015,Hyderabad,80883,Diesel,Manual,First,12.0,2494.0,102.0,7.0,13.5
Maruti,S-Cross,2018,Delhi,12923,Diesel,Manual,First,25.0,1248.0,88.0,5.0,8.92
Audi,Q3,2016,Coimbatore,86642,Diesel,Automatic,First,15.0,1968.0,181.0,5.0,20.37
BMW,3,2016,Bangalore,19235,Diesel,Automatic,First,21.0,1995.0,190.0,5.0,36.5
Hyundai,i20,2016,Pune,6800,Petrol,Manual,First,18.0,1197.0,81.0,5.0,7.2
Renault,Duster,2012,Hyderabad,82749,Diesel,Manual,First,19.0,1461.0,108.0,5.0,5.99
Hyundai,Xcent,2016,Pune,51000,Diesel,Manual,First,24.0,1120.0,71.0,5.0,5.25
Ford,Ecosport,2014,Delhi,31465,Diesel,Manual,First,22.0,1498.0,89.0,5.0,6.5
Volkswagen,Polo,2013,Hyderabad,76476,Petrol,Manual,First,16.0,1198.0,73.0,5.0,4.4
Hyundai,Grand,2017,Kolkata,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4.6
Tata,Manza,2013,Ahmedabad,47000,Diesel,Manual,First,21.0,1248.0,88.0,5.0,2.95
Honda,City,2011,Kolkata,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.26
Hyundai,Santro,2008,Bangalore,46000,Petrol,Manual,Second,17.0,1086.0,62.0,5.0,2.22
Ford,Fiesta,2009,Chennai,80524,Petrol,Manual,Second,15.0,1596.0,97.0,5.0,2.5
Mercedes-Benz,E-Class,2018,Kochi,26405,Petrol,Automatic,First,12.0,1950.0,191.0,5.0,51.43
Mercedes-Benz,New,2014,Chennai,45000,Diesel,Manual,First,15.0,2148.0,170.0,5.0,23.0
Skoda,Yeti,2012,Kolkata,64284,Diesel,Manual,First,17.0,1968.0,108.0,5.0,5.5
Hyundai,Grand,2015,Delhi,27000,Petrol,Manual,First,18.0,1197.0,82.0,5.0,4.5
Ford,Figo,2018,Hyderabad,3678,Petrol,Manual,First,18.0,1196.0,86.0,5.0,6.8
Skoda,Octavia,2013,Mumbai,21000,Petrol,Manual,First,16.0,1395.0,138.0,5.0,8.75
Renault,Duster,2015,Mumbai,67000,Diesel,Manual,Second,19.0,1461.0,83.0,5.0,7.0
Land,Rover,2015,Delhi,24000,Diesel,Automatic,Second,15.0,1999.0,177.0,5.0,33.5
Ford,Figo,2011,Chennai,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2.25
Volkswagen,Polo,2012,Kolkata,52000,Diesel,Manual,First,22.0,1199.0,73.0,5.0,2.75
Maruti,Ritz,2011,Jaipur,91000,Diesel,Manual,First,23.0,1248.0,73.0,5.0,3.0
Nissan,Micra,2013,Pune,60000,Diesel,Manual,First,23.0,1461.0,63.0,5.0,3.55
Hyundai,Verna,2013,Kolkata,37873,Diesel,Manual,First,22.0,1582.0,126.0,5.0,4.8
BMW,5,2011,Kolkata,31000,Petrol,Automatic,First,10.0,2497.0,150.0,5.0,13.5
Honda,CR-V,2004,Hyderabad,78000,Petrol,Automatic,First,12.0,2354.0,187.0,5.0,3.99
Hyundai,Creta,2016,Bangalore,32000,Diesel,Automatic,First,17.0,1582.0,126.0,5.0,15.5
Hyundai,i10,2010,Jaipur,59000,Petrol,Manual,Second,19.0,1086.0,68.0,5.0,2.32
Mercedes-Benz,A,2016,Kochi,35437,Diesel,Automatic,First,20.0,2143.0,136.0,5.0,18.58
Maruti,Ertiga,2014,Jaipur,98000,Petrol,Manual,First,16.0,1373.0,93.0,7.0,5.5
Skoda,Octavia,2006,Chennai,72000,Diesel,Manual,Second,18.0,1896.0,66.0,5.0,3.2
Honda,Amaze,2015,Pune,79000,Petrol,Manual,First,18.0,1198.0,86.0,5.0,4.0
Maruti,Zen,2004,Chennai,29000,Petrol,Manual,First,17.0,993.0,60.0,5.0,1.6
Maruti,SX4,2013,Kochi,66012,Petrol,Manual,First,15.0,1586.0,103.0,5.0,4.15
Honda,Brio,2014,Mumbai,35000,Petrol,Automatic,First,16.0,1198.0,86.0,5.0,4.25
Maruti,Wagon,2011,Ahmedabad,75000,Petrol,Manual,First,18.0,998.0,67.0,5.0,2.6
Toyota,Camry,2008,Mumbai,80000,Petrol,Automatic,Second,12.0,2362.0,164.0,5.0,3.43
Chevrolet,Beat,2012,Kochi,32717,Petrol,Manual,First,18.0,1199.0,79.0,5.0,2.55
Ford,Ecosport,2014,Mumbai,79000,Diesel,Manual,First,22.0,1498.0,89.0,5.0,6.25
Maruti,Swift,2010,Hyderabad,86000,Diesel,Manual,Second,17.0,1248.0,75.0,5.0,3.6
Honda,Mobilio,2015,Mumbai,25000,Petrol,Manual,Second,17.0,1497.0,117.0,7.0,4.25
Hyundai,Grand,2017,Mumbai,8500,Petrol,Manual,Second,18.0,1197.0,82.0,5.0,4.8
Mahindra,XUV500,2015,Bangalore,34000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,13.0
Skoda,Fabia,2012,Pune,41629,Petrol,Manual,Second,14.0,1598.0,105.0,5.0,2.25
Hyundai,Santro,2009,Hyderabad,80227,Petrol,Manual,First,17.0,1086.0,62.0,5.0,2.3
Hyundai,Creta,2019,Kochi,8587,Petrol,Manual,First,15.0,1591.0,121.0,5.0,13.56
Mahindra,Scorpio,2017,Delhi,30000,Diesel,Manual,First,15.0,1997.0,120.0,7.0,12.25
Skoda,Rapid,2013,Pune,64186,Diesel,Manual,First,20.0,1598.0,103.0,5.0,3.76
Renault,Duster,2015,Coimbatore,76427,Diesel,Manual,First,19.0,1461.0,108.0,5.0,8.58
Toyota,Etios,2013,Coimbatore,27075,Petrol,Manual,First,17.0,1496.0,88.0,5.0,4.95
Maruti,Wagon,2012,Ahmedabad,30000,Petrol,Manual,First,22.0,998.0,67.0,5.0,3.3
Hyundai,Creta,2016,Chennai,69434,Petrol,Manual,First,15.0,1591.0,121.0,5.0,8.0
Maruti,Celerio,2014,Jaipur,56000,Petrol,Manual,First,23.0,998.0,67.0,5.0,2.79
Land,Rover,2017,Coimbatore,49275,Diesel,Automatic,First,12.0,2179.0,187.0,5.0,45.64
Chevrolet,Beat,2014,Pune,8700,Petrol,Manual,First,18.0,1199.0,76.0,5.0,2.55
Tata,Nano,2014,Ahmedabad,18000,Petrol,Manual,Second,25.0,624.0,37.0,4.0,1.0
Audi,A6,2017,Coimbatore,41041,Diesel,Automatic,First,17.0,1968.0,174.0,5.0,37.56
Maruti,Swift,2019,Kochi,20667,Petrol,Manual,First,22.0,1197.0,81.0,5.0,6.37
Fiat,Linea,2013,Coimbatore,60283,Petrol,Manual,First,14.0,1368.0,112.0,5.0,2.98
Maruti,Swift,2017,Kochi,31696,Petrol,Manual,First,20.0,1197.0,81.0,5.0,5.75
Maruti,Ertiga,2014,Mumbai,13361,Petrol,Manual,First,16.0,1373.0,93.0,7.0,6.8
BMW,3,2010,Coimbatore,48394,Petrol,Automatic,First,12.0,1995.0,154.0,5.0,10.49
Maruti,Ertiga,2014,Jaipur,47399,Petrol,Manual,First,16.0,1373.0,93.0,7.0,5.6
Honda,City,2010,Mumbai,69000,Petrol,Automatic,Second,16.0,1497.0,118.0,5.0,2.85
Hyundai,Santa,2013,Coimbatore,65278,Diesel,Manual,First,14.0,2199.0,194.0,7.0,8.36
Tata,Indigo,2005,Jaipur,108000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
Mercedes-Benz,E-Class,2010,Kolkata,50645,Petrol,Automatic,Second,10.0,2497.0,204.0,5.0,10.75
Maruti,Swift,2011,Hyderabad,130002,Diesel,Manual,First,19.0,1248.0,73.0,5.0,3.85
Ford,Fiesta,2012,Hyderabad,107000,Diesel,Manual,First,17.0,1399.0,67.0,5.0,3.0
Honda,City,2015,Coimbatore,41950,Petrol,Automatic,First,18.0,1497.0,117.0,5.0,9.6
Honda,Amaze,2016,Mumbai,9000,Petrol,Manual,First,18.0,1198.0,86.0,5.0,5.75
Hyundai,i20,2014,Delhi,43900,Diesel,Manual,First,22.0,1396.0,88.0,5.0,6.75
Chevrolet,Enjoy,2013,Bangalore,64000,Diesel,Manual,Second,18.0,1248.0,73.0,7.0,4.85
Maruti,SX4,2009,Mumbai,77652,Petrol,Automatic,First,12.0,1586.0,103.0,5.0,2.85
Toyota,Innova,2012,Mumbai,55000,Diesel,Manual,First,12.0,2494.0,100.0,7.0,9.51
BMW,5,2012,Ahmedabad,59900,Diesel,Automatic,Second,18.0,1995.0,177.0,5.0,18.5
Renault,Duster,2015,Delhi,73539,Diesel,Manual,First,19.0,1461.0,108.0,5.0,6.75
BMW,X1,2017,Coimbatore,31645,Diesel,Automatic,First,20.0,1995.0,190.0,5.0,29.4
Honda,City,2009,Kochi,69690,Petrol,Manual,First,17.0,1497.0,78.0,5.0,3.29
Maruti,Swift,2010,Pune,109200,Petrol,Manual,Second,17.0,1298.0,85.0,5.0,2.2
Mahindra,XUV500,2012,Pune,80000,Diesel,Manual,First,15.0,2179.0,140.0,7.0,6.5
Honda,Civic,2007,Ahmedabad,51000,Petrol,Manual,First,13.0,1799.0,130.0,5.0,4.9
Maruti,Ertiga,2013,Pune,105000,Diesel,Manual,Second,25.0,1248.0,88.0,7.0,6.75
Skoda,Rapid,2017,Hyderabad,31000,Diesel,Manual,First,21.0,1498.0,108.0,5.0,10.5
Volkswagen,Polo,2015,Hyderabad,50000,Diesel,Manual,First,20.0,1498.0,88.0,5.0,6.2
Skoda,Laura,2009,Jaipur,48000,Diesel,Automatic,First,17.0,1896.0,105.0,5.0,5.0
Mahindra,Renault,2007,Chennai,35000,Diesel,Manual,First,19.0,1461.0,65.0,5.0,2.3
Toyota,Innova,2016,Ahmedabad,100200,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,17.0
BMW,3,2014,Bangalore,47000,Diesel,Automatic,First,18.0,1995.0,184.0,5.0,25.5
Honda,Amaze,2015,Kochi,62550,Diesel,Manual,First,25.0,1498.0,98.0,5.0,5.6
Jaguar,XF,2015,Kochi,37340,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,29.98
Maruti,Swift,2016,Coimbatore,38461,Diesel,Manual,First,26.0,1248.0,74.0,5.0,7.39
Jeep,Compass,2018,Jaipur,29000,Diesel,Manual,First,17.0,1956.0,170.0,5.0,19.0
Toyota,Corolla,2010,Pune,31000,Petrol,Manual,First,12.0,1794.0,132.0,5.0,5.0
Honda,City,2011,Kolkata,42086,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.35
Maruti,Swift,2013,Chennai,49000,Petrol,Manual,First,18.0,1197.0,85.0,5.0,4.45
Hyundai,Verna,2019,Coimbatore,77240,Diesel,Automatic,First,22.0,1582.0,126.0,5.0,8.31
Mahindra,Bolero,2012,Jaipur,105000,Diesel,Manual,Second,15.0,2523.0,62.0,7.0,6.0
Maruti,Swift,2014,Chennai,35000,Diesel,Manual,First,22.0,1248.0,74.0,5.0,5.25
Hyundai,Santro,2006,Chennai,83072,Petrol,Manual,First,17.0,1086.0,97.0,5.0,1.4
Ford,Ikon,2004,Chennai,129000,Petrol,Manual,Third,13.0,1299.0,70.0,5.0,1.5
Volkswagen,Polo,2018,Coimbatore,33558,Diesel,Manual,First,20.0,1498.0,88.0,5.0,8.12
Mahindra,Bolero,2012,Coimbatore,60271,Diesel,Manual,First,13.0,2523.0,63.0,7.0,6.12
Honda,City,2017,Coimbatore,45366,Diesel,Manual,First,25.0,1498.0,98.0,5.0,10.88
Chevrolet,Sail,2014,Kolkata,9500,Petrol,Manual,First,18.0,1199.0,82.0,5.0,3.5
Hyundai,i20,2016,Kochi,42362,Petrol,Manual,First,18.0,1197.0,81.0,5.0,6.15
BMW,X1,2016,Chennai,21000,Diesel,Automatic,First,17.0,1995.0,184.0,5.0,33.0
BMW,X1,2012,Mumbai,15200,Diesel,Automatic,First,15.0,1995.0,177.0,5.0,13.5
Maruti,Ertiga,2013,Kolkata,53073,Diesel,Manual,First,20.0,1248.0,88.0,7.0,5.95
Hyundai,i20,2015,Bangalore,59000,Petrol,Manual,First,18.0,1197.0,80.0,5.0,5.75
Renault,Duster,2014,Ahmedabad,55000,Diesel,Manual,First,20.0,1461.0,83.0,5.0,4.75
Mahindra,Quanto,2013,Hyderabad,80430,Diesel,Manual,Second,17.0,1493.0,100.0,7.0,3.3
Maruti,Swift,2011,Hyderabad,81759,Diesel,Manual,First,19.0,1248.0,73.0,5.0,4.39
Maruti,Swift,2018,Kochi,52010,Diesel,Manual,First,25.0,1248.0,74.0,5.0,6.2
Audi,A6,2016,Kochi,58953,Petrol,Automatic,First,13.0,1984.0,177.0,5.0,24.22
Jaguar,XF,2016,Delhi,10000,Diesel,Automatic,First,16.0,2179.0,187.0,5.0,44.0
Toyota,Innova,2019,Coimbatore,40674,Diesel,Automatic,First,11.0,2755.0,171.0,7.0,24.82
Skoda,Octavia,2015,Mumbai,50000,Diesel,Automatic,First,19.0,1968.0,141.0,5.0,11.69
Toyota,Corolla,2018,Bangalore,1331,Petrol,Automatic,First,14.0,1798.0,138.0,5.0,20.0
